id,vr_a,vr_a_err,vr_b,vr_b_err,solution_id,designation,source_id,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,astrometric_weight_al,astrometric_pseudo_colour,astrometric_pseudo_colour_error,mean_varpi_factor_al,astrometric_matched_observations,visibility_periods_used,astrometric_sigma5d_max,frame_rotator_object_type,matched_observations,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_nb_transits,rv_template_teff,rv_template_logg,rv_template_fe_h,phot_variable_flag,l,b,ecl_lon,ecl_lat,priam_flags,teff_val,teff_percentile_lower,teff_percentile_upper,a_g_val,a_g_percentile_lower,a_g_percentile_upper,e_bp_min_rp_val,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,flame_flags,radius_val,radius_percentile_lower,radius_percentile_upper,lum_val,lum_percentile_lower,lum_percentile_upper,datalink_url,epoch_photometry_url
20006,-56.66999816894531,0.18000000715255737,-56.81999969482422,0.15000000596046448,1635721458409799680,b'Gaia DR2 4420552418908966912',4420552418908966912,819644565,2015.5,231.02020262911208,0.08750515417060342,1.470215513930311,0.08247762331041247,0.02275410557900935,0.12021626665747881,0.18927642703056335,-2.663577528246607,0.17053805445034784,-2.56000526328702,0.16291661857805642,-0.08995147049427032,-0.3669392168521881,0.020541638135910034,-0.10490705817937851,-0.27178284525871277,0.1031549721956253,-0.18202301859855652,-0.36951953172683716,0.29197239875793457,-0.29177895188331604,139,0,138,1,0.10436948388814926,134.03823852539062,0.0,0.0,31,False,2.4708852767944336,1.5399561402712652,0.025546667294353478,-0.02101057395339012,16,10,0.1757110059261322,0,16,False,137,2743.124702207238,3.142649882919584,872.8699951171875,17.09275245666504,15,1300.920960473672,13.129286098585707,99.0854263305664,17.56576156616211,14,2148.4101929845865,13.939411640035555,154.1248779296875,16.43162727355957,1.2574459314346313,0,1.134134292602539,0.4730091094970703,0.6611251831054688,,,0,,,,b'NOT_AVAILABLE',4.416650794485305,45.33665611797847,228.17822842602106,19.43014860738335,,,,,,,,,,,,,,,,,,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=4420552418908966912',
31078,-56.709999084472656,0.30000001192092896,-56.869998931884766,0.33000001311302185,1635721458409799680,b'Gaia DR2 4420552418908966912',4420552418908966912,819644565,2015.5,231.02020262911208,0.08750515417060342,1.470215513930311,0.08247762331041247,0.02275410557900935,0.12021626665747881,0.18927642703056335,-2.663577528246607,0.17053805445034784,-2.56000526328702,0.16291661857805642,-0.08995147049427032,-0.3669392168521881,0.020541638135910034,-0.10490705817937851,-0.27178284525871277,0.1031549721956253,-0.18202301859855652,-0.36951953172683716,0.29197239875793457,-0.29177895188331604,139,0,138,1,0.10436948388814926,134.03823852539062,0.0,0.0,31,False,2.4708852767944336,1.5399561402712652,0.025546667294353478,-0.02101057395339012,16,10,0.1757110059261322,0,16,False,137,2743.124702207238,3.142649882919584,872.8699951171875,17.09275245666504,15,1300.920960473672,13.129286098585707,99.0854263305664,17.56576156616211,14,2148.4101929845865,13.939411640035555,154.1248779296875,16.43162727355957,1.2574459314346313,0,1.134134292602539,0.4730091094970703,0.6611251831054688,,,0,,,,b'NOT_AVAILABLE',4.416650794485305,45.33665611797847,228.17822842602106,19.43014860738335,,,,,,,,,,,,,,,,,,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=4420552418908966912',
20009,-53.709999084472656,0.3499999940395355,-53.849998474121094,0.4000000059604645,1635721458409799680,b'Gaia DR2 4420740912138482944',4420740912138482944,1273944632,2015.5,230.96503547327518,0.13622551920310597,1.5512745632939846,0.13335672949428998,0.07419533158170824,0.17214959652361092,0.43099334836006165,-2.6055618972515324,0.28202649223187665,-2.9312697492332225,0.25312385091678635,-0.1616593599319458,-0.22468897700309753,-0.030534017831087112,-0.05459432303905487,-0.08361288160085678,0.021871201694011688,-0.13241437077522278,-0.3222961127758026,0.23563620448112488,-0.1864917278289795,122,0,122,0,1.9792847633361816,149.17877197265625,0.20131554515401387,0.32709303186532657,31,False,0.9879516363143921,1.5682415734462416,0.04752086851756065,-0.0651862621307373,14,9,0.26627954840660095,0,14,False,122,1407.8665609837133,3.137412045631569,448.7349853515625,17.81696128845215,11,651.4927701690586,19.291797017257966,33.77045440673828,18.316614151000977,12,1066.762739470355,12.249935036428667,87.08313751220703,17.191749572753906,1.2204675674438477,0,1.1248645782470703,0.4996528625488281,0.6252117156982422,,,0,,,,b'NOT_AVAILABLE',4.458058618180459,45.43028325447344,228.09900945965924,19.49365354627868,,,,,,,,,,,,,,,,,,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=4420740912138482944',
31076,-51.72999954223633,0.2199999988079071,-51.91999816894531,0.23000000417232513,1635721458409799680,b'Gaia DR2 4420524445786697344',4420524445786697344,541828029,2015.5,231.0541423082115,0.08885568319791134,1.36914973658807,0.08107071778181461,0.1587701622091454,0.11627557126008518,1.365464448928833,-2.7461363384518727,0.17730598878101422,-2.780392781267492,0.16225418107685616,-0.045651037245988846,-0.30179741978645325,0.004362464416772127,-0.11395120620727539,-0.22587624192237854,0.036191683262586594,-0.07374098896980286,-0.30053162574768066,0.2601947784423828,-0.1370491236448288,119,0,117,2,-0.8932210803031921,98.54293060302734,0.0,0.0,31,False,2.717186212539673,1.5279544740438187,0.026561713305907897,0.05206231400370598,14,10,0.1680743396282196,0,14,False,117,2909.7674484627855,3.060736010199381,950.6757202148438,17.02872085571289,14,1361.0095312542896,12.775417628676918,106.5334701538086,17.516735076904297,14,2264.1255229328185,9.48918312007438,238.60067749023438,16.37466812133789,1.2458504438400269,0,1.1420669555664062,0.48801422119140625,0.654052734375,,,0,,,,b'NOT_AVAILABLE',4.334375758572265,45.24712744714305,228.24131893122248,19.341697348244104,100001,4843.5,4717.0400390625,5156.7265625,,,,,,,,,,,,,,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=4420524445786697344',
30849,-130.6999969482422,0.3700000047683716,-130.8000030517578,0.3700000047683716,1635721458409799680,b'Gaia DR2 4420513553749471616',4420513553749471616,1591534080,2015.5,230.83133510218127,0.20595652179483107,1.1629576381413553,0.2136916623456175,-0.1026012165489903,0.29974810183703254,-0.3422914743423462,-15.779235485384067,0.38521799001981843,-3.7387738687652186,0.37897476723820167,-0.09766954928636551,-0.2863631844520569,0.13977447152137756,-0.33297136425971985,-0.4396512508392334,-0.0864236056804657,0.18675129115581512,-0.2931205928325653,0.20127537846565247,-0.1656646430492401,120,0,119,1,3.9223427772521973,183.1586151123047,0.8244557489861782,4.08308521768931,31,False,0.5285345315933228,1.6593184117374014,0.056005447991648416,0.03438407927751541,14,10,0.3812529444694519,0,14,False,119,1204.7795318960593,3.8219239849832967,315.2285461425781,17.98609733581543,13,605.1007999826098,16.77443917058727,36.07278823852539,18.396818161010742,14,950.6794297872294,5.8286740000032085,163.10389709472656,17.316835403442383,1.2913402318954468,0,1.0799827575683594,0.4107208251953125,0.6692619323730469,,,0,,,,b'NOT_AVAILABLE',3.907784505603167,45.291849334887644,228.0718440994716,19.083777591069122,,,,,,,,,,,,,,,,,,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=4420513553749471616',
30848,-113.37000274658203,0.09000000357627869,-113.54000091552734,0.10999999940395355,1635721458409799680,b'Gaia DR2 4420514825059816704',4420514825059816704,269290624,2015.5,230.9008549184481,0.14500307170222668,1.1921638172264106,0.1465030659396254,0.07729741488327682,0.20606598538392396,0.375110000371933,-2.6021273254237114,0.2761175741798833,-5.706482572559115,0.27120941435969165,-0.09366194158792496,-0.27851688861846924,0.13968247175216675,-0.27342870831489563,-0.4296073019504547,-0.05975933000445366,0.1547226905822754,-0.27486714720726013,0.1889597624540329,-0.18556922674179077,121,0,120,1,1.581347942352295,139.92686462402344,0.40950572490265263,1.5523298116364312,31,False,1.048892855644226,1.6096999355696309,0.042046693051886845,0.04479934275150299,14,10,0.27283936738967896,0,14,False,120,1671.2965281887457,3.290445811367969,507.9240417480469,17.6307315826416,13,806.0464159912381,18.97846897227766,42.47162628173828,18.085487365722656,12,1320.07275824376,14.590101732108533,90.47727966308594,16.960424423217773,1.2721376419067383,0,1.1250629425048828,0.4547557830810547,0.6703071594238281,,,0,,,,b'NOT_AVAILABLE',4.002066499847288,45.256045438685845,228.13454575710995,19.130400754468152,,,,,,,,,,,,,,,,,,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=4420514825059816704',
20015,-58.20000076293945,0.4699999988079071,-58.349998474121094,0.49000000953674316,1635721458409799680,b'Gaia DR2 4418722792905072512',4418722792905072512,1144802888,2015.5,229.00639002551767,0.07619331656979346,-0.2688811706754765,0.0694699048708107,0.051741081938869685,0.09437296272019548,0.5482617020606995,-2.727012285563733,0.15508849813698208,-2.7397300022421565,0.14634637416797097,0.03301960229873657,-0.2761709690093994,0.10817455500364304,-0.04272335022687912,-0.39683592319488525,-0.011611208319664001,0.18016377091407776,-0.07494784891605377,0.005530801601707935,-0.11968430876731873,157,0,157,0,-0.6581068634986877,140.1792449951172,0.0,0.0,31,False,2.920095205307007,1.5447613319706723,0.021255859466889255,0.04175948724150658,18,10,0.14571933448314667,0,18,False,156,2806.7078754396316,2.671654667386259,1050.5504150390625,17.067873001098633,17,1360.17579297624,19.947909191882054,68.18638610839844,17.51740074157715,15,2438.589472903289,46.668634983006235,52.2532844543457,16.2940731048584,1.3534594774246216,0,1.22332763671875,0.4495277404785156,0.7737998962402344,,,0,,,,b'NOT_AVAILABLE',0.6670317930337328,45.76823856083282,226.62855316697747,17.21309500248071,100001,4822.88232421875,4544.5,4956.0,,,,,,,,,,,,,,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=4418722792905072512',
20016,-58.27000045776367,0.47999998927116394,-58.38999938964844,0.4300000071525574,1635721458409799680,b'Gaia DR2 4418306490314700288',4418306490314700288,584391868,2015.5,228.5862845636731,0.12982012760312708,-0.7727914108180178,0.11745483189443508,0.05712130164021128,0.14900693260496825,0.3833466172218323,-2.1894229388141238,0.2702569332321,-2.604741206514973,0.22962527900888358,-0.10455380380153656,-0.2511460483074188,-0.05250750482082367,-0.12250571697950363,0.050317976623773575,-0.10399960726499557,0.12802588939666748,-0.16778667271137238,0.07761245220899582,-0.027242112904787064,140,0,139,1,3.3923888206481934,196.698974609375,0.558824776023847,3.620633113046426,31,False,1.0140243768692017,1.554210712256511,0.03773531248207874,0.052387792617082596,16,9,0.24150162935256958,0,16,False,134,1798.9458927645583,2.4834988181527167,724.3594970703125,17.55082130432129,15,833.3423666982449,10.464545993443808,79.63483428955078,18.04932975769043,13,1379.9699986173555,11.971178967249125,115.27436065673828,16.912246704101562,1.230338454246521,0,1.1370830535888672,0.4985084533691406,0.6385746002197266,,,0,,,,b'NOT_AVAILABLE',359.7271232332128,45.74868215871523,226.35050992182528,16.613399850103065,,,,,,,,,,,,,,,,,,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=4418306490314700288',
20017,-57.81999969482422,0.3199999928474426,-57.9900016784668,0.28999999165534973,1635721458409799680,b'Gaia DR2 4418294430046519936',4418294430046519936,1590623204,2015.5,228.6443002120497,0.13027567934877332,-0.8075249923173545,0.10735168299953882,0.24237102351599127,0.15004625527679624,1.6153087615966797,-2.5128573464606814,0.2402395019023023,-3.092310205055975,0.21140531728992543,-0.12163317203521729,-0.4447402358055115,-0.024280918762087822,-0.08781751245260239,0.04524144157767296,-0.08421798050403595,0.10474856942892075,-0.1523910015821457,0.04112150892615318,-0.10921096801757812,134,0,134,0,-0.5660437941551208,119.48533630371094,0.0,1.7694583401768408e-15,31,False,1.2439945936203003,1.6022472785565367,0.03584300081225011,0.08312464505434036,15,9,0.2182244509458542,0,15,False,133,1477.4759871985113,2.874693847186561,513.9594116210938,17.764564514160156,13,697.1661764042054,15.832406323442456,44.03412628173828,18.2430477142334,13,1113.5925470396073,8.848229730729607,125.85484313964844,17.145103454589844,1.2255756855010986,0,1.0979442596435547,0.4784832000732422,0.6194610595703125,,,0,,,,b'NOT_AVAILABLE',359.74550999747413,45.68229856306357,226.41866678585419,16.595918720482132,,,,,,,,,,,,,,,,,,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=4418294430046519936',
20018,-46.95000076293945,0.2800000011920929,-47.04999923706055,0.25999999046325684,1635721458409799680,b'Gaia DR2 4418265022406118784',4418265022406118784,1045666242,2015.5,227.96900410559513,0.10183979973773968,-1.200692988039718,0.08279684549636133,0.14428733552514192,0.1178314482711391,1.2245231866836548,-2.787251350949785,0.1933376152189688,-2.5811446254524397,0.16232244236291554,-0.026011409237980843,-0.4114845097064972,0.08524372428655624,-0.018251586705446243,-0.02175634168088436,0.0950617864727974,-0.05545772239565849,-0.20441479980945587,0.23799341917037964,-0.02169208601117134,114,0,112,2,-0.5734462141990662,98.19759368896484,0.0,0.0,31,False,2.4360475540161133,1.5123674279634107,0.029519147197028986,0.08667612820863724,13,9,0.17517191171646118,0,13,False,112,2607.1628049634523,3.146637745774413,828.5551147460938,17.147945404052734,12,1245.247287775826,26.04952318831692,47.80307388305664,17.613248825073242,13,2038.2442871889818,18.777313223196504,108.5482406616211,16.488779067993164,1.2594118118286133,0,1.1244697570800781,0.4653034210205078,0.6591663360595703,,,0,,,,b'NOT_AVAILABLE',358.67694896140017,45.91789778129564,225.85534264536844,16.031851174761396,,,,,,,,,,,,,,,,,,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=4418265022406118784',
