solution_id,designation,source_id,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,astrometric_weight_al,astrometric_pseudo_colour,astrometric_pseudo_colour_error,mean_varpi_factor_al,astrometric_matched_observations,visibility_periods_used,astrometric_sigma5d_max,frame_rotator_object_type,matched_observations,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_nb_transits,rv_template_teff,rv_template_logg,rv_template_fe_h,phot_variable_flag,l,b,ecl_lon,ecl_lat,priam_flags,teff_val,teff_percentile_lower,teff_percentile_upper,a_g_val,a_g_percentile_lower,a_g_percentile_upper,e_bp_min_rp_val,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,flame_flags,radius_val,radius_percentile_lower,radius_percentile_upper,lum_val,lum_percentile_lower,lum_percentile_upper,datalink_url,epoch_photometry_url,ibata_id,vhelio,vhelio_err
1635721458409799680,b'Gaia DR2 6339065755426354048',6339065755426354048,1626769673,2015.5,225.86554004097636,0.33130556407632106,-3.4232284951525056,0.2620289841851919,0.36434054779162345,0.353810559401694,1.0297616720199585,-3.666439500199075,0.6311665831209896,-2.118786675007551,0.5037695921373253,0.13598768413066864,-0.37635934352874756,0.012197338044643402,-0.19298036396503448,-0.2190386801958084,-0.11574111878871918,0.2348976582288742,-0.12278524041175842,0.09749685227870941,0.1446651816368103,143,0,142,1,1.2094695568084717,157.27926635742188,0.5788870507053303,0.6188657827584629,31,False,0.2006923407316208,1.4844609646042821,0.09050089955365065,0.0322931744158268,16,10,0.5641759634017944,0,16,False,142,400.4427872610568,1.6801842540203558,238.33265686035156,19.18201446533203,14,220.25674326081386,11.714412811595551,18.802200317382812,19.494064331054688,15,327.0401899773085,10.315711281462784,31.703115463256836,18.475418090820312,1.3667293787002563,0,1.018646240234375,0.31204986572265625,0.7065963745117188,,,0,,,,b'NOT_AVAILABLE',354.2818074630094,45.8728573622414,224.41542864682793,13.308518197477035,,,,,,,,,,,,,,,,,,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=6339065755426354048',,ibata00,-68.51,3.21
1635721458409799680,b'Gaia DR2 6339618500537272448',6339618500537272448,1575400398,2015.5,226.70614362720144,0.18799122729880952,-2.2976634946448264,0.2795449327955406,0.13840628441061756,0.2103987380438924,0.6578285098075867,-1.5109034884074783,0.3657724789259546,-4.419946916192614,0.4497856799655048,-0.6337980031967163,-0.01392308622598648,0.3867012858390808,-0.5248765349388123,-0.41406285762786865,-0.5048308968544006,0.6274347305297852,0.10275328904390335,-0.16681018471717834,-0.615382730960846,107,0,106,1,-0.1491868644952774,98.2385482788086,0.0,0.0,31,False,0.9195660352706909,1.5041626695274946,0.052562190336815744,-0.17033731937408447,12,8,0.5181553959846497,0,12,False,106,1303.1556165100328,3.322598424434032,392.20977783203125,17.900875091552734,12,625.5459763240624,13.700664411362862,45.658077239990234,18.360740661621094,12,1008.116165156295,20.63822194081429,48.8470458984375,17.253143310546875,1.2536201477050781,0,1.1075973510742188,0.4598655700683594,0.6477317810058594,,,0,,,,b'NOT_AVAILABLE',356.2806426696359,46.07823689514947,224.91658240461342,14.625794689745282,,,,,,,,,,,,,,,,,,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=6339618500537272448',,ibata02,-121.45,4.61
1635721458409799680,b'Gaia DR2 6339633687541738880',6339633687541738880,1175835076,2015.5,227.0440650628782,0.2597638742275643,-2.1687536029390615,0.20647968156097596,-0.11971608988945973,0.27908780039883063,-0.42895492911338806,-1.5806368500474843,0.5530069828241261,0.8687800189917015,0.4450479456240698,0.09793432056903839,-0.04174649715423584,-0.2672833204269409,-0.1739349216222763,-0.23149147629737854,-0.12497526407241821,-0.0024812992196530104,-0.23261788487434387,-0.03388190641999245,0.008959651924669743,139,0,139,0,1.4904391765594482,159.16156005859375,0.40978984749193725,0.4297510210839089,31,False,0.3068001866340637,1.5772593344858876,0.07001682318033055,0.1051267459988594,16,9,0.4961804747581482,0,16,False,138,486.7494331568788,1.5673646565999837,310.5527648925781,18.970102310180664,15,241.8097213156445,19.631367002927675,12.31751823425293,19.392704010009766,12,365.5543447150732,14.053334445790556,26.01192855834961,18.35453987121582,1.2477961778640747,0,1.0381641387939453,0.42260169982910156,0.6155624389648438,,,0,,,,b'NOT_AVAILABLE',356.75263540587724,45.92610841412313,225.21416821541428,14.84444324648112,,,,,,,,,,,,,,,,,,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=6339633687541738880',,ibata03,-185.13,2.47
1635721458409799680,b'Gaia DR2 6339645953968373376',6339645953968373376,1215710528,2015.5,227.02977520249212,0.07506395169068528,-2.1107335356384533,0.06462736700188544,0.1658951603517451,0.08468458498268355,1.9589771032333374,-2.436832537838323,0.16115605753072174,-2.698253123967183,0.13637327820452289,0.017992960289120674,-0.18627524375915527,-0.0341963917016983,-0.09865935891866684,-0.22474001348018646,-0.04063607007265091,0.06492437422275543,-0.1258573681116104,0.11652646958827972,0.013722879812121391,167,0,167,0,-0.500676691532135,152.51263427734375,0.0,0.0,31,False,2.6807456016540527,1.545603186958762,0.020495991757980295,0.04365469142794609,19,10,0.14700822532176971,0,19,False,166,2631.5963312872436,2.522627534545442,1043.196533203125,17.1378173828125,17,1186.33665565691,12.147013891019556,97.66487884521484,17.665868759155273,17,2076.586663017507,11.157019399231466,186.123779296875,16.468544006347656,1.2399026155471802,0,1.1973247528076172,0.5280513763427734,0.6692733764648438,,,0,,,,b'NOT_AVAILABLE',356.7983703080836,45.97669625358701,225.18314867074707,14.896128859913489,,,,,,,,,,,,,,,,,,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=6339645953968373376',,ibata04,-59.48,1.11
1635721458409799680,b'Gaia DR2 6339631114857033856',6339631114857033856,1240022884,2015.5,227.0787019803206,0.1223863951064775,-2.215708230142713,0.09519529769290147,-0.030678982925701755,0.12978087531625124,-0.2363906353712082,-2.905056001220311,0.2491640530411145,-3.046604625999097,0.1948237046455466,0.1404813528060913,-0.168317049741745,-0.20865894854068756,-0.21308748424053192,-0.21719679236412048,-0.1495194137096405,0.023486819118261337,-0.2228333055973053,0.03595995530486107,0.08092314004898071,156,0,154,2,0.7493630051612854,161.60919189453125,0.0777913986720914,0.062391078826503986,31,False,1.3057581186294556,1.499703694040605,0.03072656414358988,0.10309386253356934,18,10,0.22713778913021088,0,18,False,154,1452.8779458542328,2.226585215762956,652.5139770507812,17.782793045043945,18,667.4481487249386,11.371284311883258,58.6959342956543,18.29034423828125,16,1135.3918562911317,12.927253658778227,87.82931518554688,17.124055862426758,1.240875005722046,0,1.1662883758544922,0.5075511932373047,0.6587371826171875,,,0,,,,b'NOT_AVAILABLE',356.73870971498343,45.86858648946312,225.26215148447756,14.809072748756577,,,,,,,,,,,,,,,,,,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=6339631114857033856',,ibata05,-62.94,0.69
1635721458409799680,b'Gaia DR2 4418123971384344832',4418123971384344832,1145240899,2015.5,227.1789189290783,0.20188642396668954,-1.8175598037068266,0.13535276993251996,-0.27955214573775056,0.2162748694978787,-1.2925779819488525,-2.592348648276471,0.3435391391600071,-3.0370897368652634,0.2791948274755597,0.07697346806526184,-0.5272544622421265,-0.005759276915341616,-0.09518067538738251,-0.06713473051786423,-0.012101474218070507,-0.011542447842657566,-0.1924334466457367,0.13948634266853333,0.015878954902291298,148,0,148,0,-0.2830565571784973,137.61544799804688,0.0,0.0,31,False,0.6083151698112488,1.4850138571555573,0.05154677933190178,0.15603084862232208,17,10,0.3047991693019867,0,17,False,147,822.9661570958194,2.0445601724399207,402.5150146484375,18.39990997314453,15,390.60750866707497,8.264598371814037,47.262733459472656,18.87203598022461,16,621.7833651782337,10.08029170844707,61.68307113647461,17.777822494506836,1.230173110961914,0,1.0942134857177734,0.4721260070800781,0.6220874786376953,,,0,,,,b'NOT_AVAILABLE',357.25160577886396,46.07224692084416,225.24619042069162,15.219335434770038,,,,,,,,,,,,,,,,,,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=4418123971384344832',,ibata06,-56.76,2.4
1635721458409799680,b'Gaia DR2 4418151463471047424',4418151463471047424,695363998,2015.5,227.8403893808378,0.10173933519959782,-1.4839414257372172,0.09526735104485994,0.012172670446102261,0.12329939011688859,0.09872449934482574,-2.910806579681437,0.1939443979391545,-2.7379524386813188,0.18460704111092324,-0.07485006749629974,-0.35806047916412354,0.09827546775341034,-0.11888431012630463,-0.2284189611673355,-0.13114403188228607,0.30624517798423767,-0.07379969954490662,-0.054981425404548645,-0.17432355880737305,127,0,127,0,0.28767746686935425,125.86715698242188,0.0,0.0,31,False,1.991331934928894,1.5444612502094963,0.0308586593923829,0.020436950027942657,15,9,0.1869731992483139,0,15,False,127,2064.221221247224,2.7722307015862544,744.6065673828125,17.40147590637207,14,937.8733174406665,12.510193436095856,74.9687271118164,17.92102813720703,14,1627.0699612018238,8.344951159294817,194.97657775878906,16.7334041595459,1.2425719499588013,0,1.1876239776611328,0.5195522308349609,0.6680717468261719,,,0,,,,b'NOT_AVAILABLE',358.25296273475965,45.81988675706392,225.808543711014,15.724058852412778,,,,,,,,,,,,,,,,,,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=4418151463471047424',,ibata07,-53.06,0.82
1635721458409799680,b'Gaia DR2 4418156892309715456',4418156892309715456,303557064,2015.5,227.71444219246757,0.21707605349799833,-1.527519076738781,0.22482865267208924,0.01840097111325332,0.28169138678381045,0.06532315909862518,-2.971610185529498,0.4136588466536818,-2.7810146617711546,0.3978442346471816,-0.024151945486664772,-0.3028377592563629,0.11509343236684799,-0.1711852252483368,-0.4149671792984009,-0.1621609628200531,0.36295610666275024,-0.07068561017513275,-0.09010011702775955,-0.15710166096687317,132,0,131,1,2.048372983932495,160.6093292236328,0.5064193161154789,0.9509287034631665,31,False,0.4098049998283386,1.3536677357191398,0.07153356091375515,0.013907773420214653,15,9,0.3974264860153198,0,15,False,131,658.1393830777049,1.869245610927552,352.0882263183594,18.64257049560547,13,377.3347450593873,34.42544280472484,10.960926055908203,18.909570693969727,13,509.2865697701826,23.10655925809851,22.04077911376953,17.99451446533203,1.347163438796997,0,0.9150562286376953,0.2670001983642578,0.6480560302734375,,,0,,,,b'NOT_AVAILABLE',358.0839329941683,45.88225315714745,225.69547906662834,15.647237316627871,,,,,,,,,,,,,,,,,,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=4418156892309715456',,ibata08,-58.64,2.0
1635721458409799680,b'Gaia DR2 4418161221636772992',4418161221636772992,1317798479,2015.5,227.6625671882587,0.06857253972995639,-1.4458658132962319,0.06357890214956084,0.01576170467362887,0.0845386388121491,0.18644379079341888,-2.728513206367758,0.13516849828202362,-2.753946042208552,0.12705092299616197,0.03344147652387619,-0.29315128922462463,-0.0037038028240203857,-0.12286940217018127,-0.3669334053993225,-0.12073326110839844,0.25180262327194214,-0.07566705346107483,-0.08134429156780243,-0.1198849081993103,129,0,128,1,-0.22006303071975708,118.92756652832031,0.0,0.0,31,False,4.58157205581665,1.538303766159453,0.021918238315842293,0.07650531828403473,15,10,0.1284080594778061,0,15,False,127,4097.996106496964,3.239000493307973,1265.203857421875,16.656936645507812,14,1833.952432989661,12.485761055861948,146.88351440429688,17.19291877746582,13,3291.5905622303617,13.659509844322367,240.97427368164062,15.968405723571777,1.2507437467575073,0,1.224513053894043,0.5359821319580078,0.6885309219360352,,,0,,,,b'NOT_AVAILABLE',358.11883074434974,45.975886901781244,225.62015549993268,15.711246693678792,100001,4864.0,4777.2177734375,4991.0,,,,,,,,,,,,,,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=4418161221636772992',,ibata09,-57.04,1.15
1635721458409799680,b'Gaia DR2 4418265022406118784',4418265022406118784,1045666242,2015.5,227.96900410559513,0.10183979973773968,-1.200692988039718,0.08279684549636133,0.14428733552514192,0.1178314482711391,1.2245231866836548,-2.787251350949785,0.1933376152189688,-2.5811446254524397,0.16232244236291554,-0.026011409237980843,-0.4114845097064972,0.08524372428655624,-0.018251586705446243,-0.02175634168088436,0.0950617864727974,-0.05545772239565849,-0.20441479980945587,0.23799341917037964,-0.02169208601117134,114,0,112,2,-0.5734462141990662,98.19759368896484,0.0,0.0,31,False,2.4360475540161133,1.5123674279634107,0.029519147197028986,0.08667612820863724,13,9,0.17517191171646118,0,13,False,112,2607.1628049634523,3.146637745774413,828.5551147460938,17.147945404052734,12,1245.247287775826,26.04952318831692,47.80307388305664,17.613248825073242,13,2038.2442871889818,18.777313223196504,108.5482406616211,16.488779067993164,1.2594118118286133,0,1.1244697570800781,0.4653034210205078,0.6591663360595703,,,0,,,,b'NOT_AVAILABLE',358.67694896140017,45.91789778129564,225.85534264536844,16.031851174761396,,,,,,,,,,,,,,,,,,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=4418265022406118784',,ibata11,-44.77,1.04
